29,9
29,16
29,24
29,25
29,28
29,43
29,44
29,45
29,46
29,47
29,48
29,49
29,50
29,51
29,52
29,53
29,54
29,55
29,56
29,57
29,58
29,59
29,61
30,7
30,9
30,16
30,24
30,25
30,28
30,61
31,7
31,9
31,10
31,11
31,12
31,13
31,14
31,15
31,16
31,24
31,25
31,28
31,61
32,7
32,24
32,25
32,44
32,45
32,46
32,47
32,48
32,49
32,50
32,51
32,52
32,53
32,54
32,55
32,56
32,57
32,58
32,59
32,61
33,4
33,5
33,6
33,7
33,24
33,25
33,44
33,59
33,61
34,4
34,9
34,10
34,11
34,12
34,13
34,14
34,15
34,16
34,24
34,25
34,28
34,44
34,53
34,54
34,55
34,56
34,59
34,61
35,4
35,5
35,6
35,7
35,9
35,10
35,11
35,12
35,13
35,14
35,15
35,16
35,24
35,25
35,26
35,27
35,28
35,44
35,51
35,52
35,53
35,54
35,55
35,56
35,59
35,61
36,7
36,9
36,10
36,11
36,12
36,13
36,14
36,15
36,16
36,24
36,25
36,26
36,27
36,28
36,31
36,32
36,33
36,34
36,35
36,38
36,39
36,40
36,41
36,44
36,50
36,51
36,52
36,53
36,54
36,55
36,56
36,59
36,61
37,7
37,9
37,10
37,11
37,12
37,13
37,14
37,15
37,16
37,24
37,25
37,44
37,49
37,50
37,51
37,52
37,53
37,54
37,55
37,56
37,57
37,58
37,59
37,61
38,7
38,9
38,10
38,11
38,12
38,13
38,14
38,15
38,16
38,24
38,25
38,44
38,49
38,50
38,51
38,52
38,53
38,54
38,55
38,56
38,57
38,58
38,59
38,61
39,0
39,1
39,2
39,3
39,4
39,5
39,6
39,7
39,10
39,16
39,24
39,25
39,44
39,49
39,50
39,51
39,52
39,53
39,54
39,55
39,56
39,57
39,58
39,59
39,61
39,62
39,63
39,64
40,12
40,13
40,14
40,24
40,25
40,26
40,27
40,28
40,31
40,32
40,33
40,34
40,35
40,37
40,38
40,39
40,40
40,41
40,44
40,49
40,50
40,51
40,52
40,53
40,54
40,55
40,56
40,57
40,58
40,59
41,12
41,13
41,14
41,24
41,25
41,26
41,27
41,28
41,44
41,49
41,50
41,51
41,52
41,53
41,54
41,55
41,56
41,57
41,58
41,59
42,0
42,1
42,2
42,3
42,4
42,5
42,6
42,7
42,12
42,13
42,14
42,24
42,25
42,28
42,50
42,51
42,52
42,53
42,54
42,55
42,56
42,57
42,58
42,59
42,61
42,62
42,63
42,64
43,5
43,6
43,7
43,10
43,16
43,24
43,25
43,28
43,50
43,51
43,52
43,53
43,54
43,55
43,56
43,57
43,59
43,61
44,5
44,6
44,7
44,9
44,10
44,11
44,12
44,13
44,14
44,15
44,16
44,24
44,25
44,44
44,52
44,53
44,54
44,55
44,56
44,57
44,59
44,61
45,5
45,6
45,7
45,9
45,10
45,11
45,12
45,13
45,14
45,15
45,16
45,24
45,25
45,44
45,52
45,53
45,54
45,55
45,56
45,59
45,61
46,5
46,6
46,7
46,9
46,10
46,11
46,12
46,13
46,14
46,15
46,16
46,24
46,25
46,44
46,59
46,61
47,5
47,6
47,7
47,9
47,10
47,11
47,12
47,13
47,14
47,15
47,16
47,24
47,25
47,28
47,44
47,59
47,61
48,5
48,6
48,7
48,9
48,10
48,11
48,12
48,13
48,14
48,15
48,16
48,24
48,25
48,26
48,27
48,28
48,44
48,45
48,46
48,47
48,48
48,49
48,50
48,51
48,52
48,53
48,54
48,55
48,56
48,57
48,58
48,59
48,61
49,5
49,6
49,7
49,24
49,28
49,61
50,5
50,6
50,7
50,24
50,25
50,26
50,27
50,28
50,61
51,5
51,6
51,7
51,8
51,9
51,10
51,11
51,12
51,13
51,14
51,15
51,16
51,24
51,43
51,44
51,45
51,46
51,47
51,48
51,49
51,50
51,51
51,52
51,53
51,54
51,55
51,56
51,57
51,58
51,59
51,61
52,5
52,35
52,43
52,59
52,61
53,5
53,16
53,31
53,32
53,33
53,43
53,59
53,61
54,5
54,16
54,31
54,32
54,33
54,43
54,59
54,61
55,5
55,6
55,7
55,8
55,9
55,16
55,31
55,32
55,33
55,43
55,59
55,61
56,9
56,35
56,43
56,59
56,61
57,9
57,43
57,59
57,61
58,9
58,16
58,35
58,43
58,59
58,61
59,9
59,16
59,31
59,32
59,33
59,59
59,61
60,9
60,15
60,16
60,31
60,32
60,33
60,43
60,59
60,61
61,9
61,15
61,16
61,20
61,21
61,22
61,31
61,32
61,33
61,43
61,59
61,61
62,9
62,15
62,16
62,20
62,21
62,22
62,35
62,43
62,59
62,61
63,9
63,20
63,21
63,22
63,43
63,59
63,61
64,9
64,43
64,59
64,61
65,9
65,43
65,59
65,61
66,9
66,16
66,43
66,59
66,61
67,9
67,15
67,16
67,43
67,44
67,45
67,46
67,47
67,48
67,49
67,50
67,51
67,52
67,53
67,54
67,55
67,56
67,57
67,58
67,59
67,61
68,7
68,8
68,9
68,12
68,13
68,14
68,15
68,16
68,61
69,6
69,7
69,16
69,61
70,6
70,16
70,18
70,19
70,20
70,21
70,22
70,23
70,24
70,25
70,26
70,27
70,32
70,33
70,34
70,37
70,38
70,39
70,44
70,45
70,46
70,48
70,49
70,50
70,51
70,52
70,53
70,61
71,6
71,18
71,27
71,53
71,61
72,6
72,18
72,27
72,53
72,61
73,6
73,7
73,8
73,9
73,16
73,18
73,27
73,58
73,59
73,60
73,61
74,9
74,16
74,18
74,27
74,53
74,58
75,9
75,10
75,16
75,18
75,27
75,53
75,58
76,10
76,16
76,18
76,27
76,53
76,58
77,10
77,16
77,18
77,19
77,20
77,21
77,22
77,23
77,24
77,25
77,26
77,27
77,28
77,29
77,30
77,31
77,32
77,33
77,34
77,35
77,36
77,37
77,38
77,39
77,40
77,41
77,42
77,43
77,44
77,45
77,46
77,47
77,48
77,49
77,50
77,51
77,52
77,53
77,54
77,55
77,56
77,57
77,58
78,10
78,16
78,18
78,58
79,10
79,11
79,12
79,13
79,14
79,15
79,16
79,18
79,58
